timestamp,open,high,low,close,volume,pair
2023-11-12 19:00:00,3.78355561829927e-08,3.78738125669013e-08,3.65136864540942e-08,3.66886010687219e-08,4056.09129806977,GUAC / USDC
2023-11-12 20:00:00,3.66886010687219e-08,3.68845581015851e-08,3.63843563817072e-08,3.65844170192723e-08,2052.34277598183,GUAC / USDC
2023-11-12 21:00:00,3.65844170192723e-08,3.6613161789315e-08,3.48339994076333e-08,3.50605157230102e-08,7826.68995121694,GUAC / USDC
2023-11-12 22:00:00,3.50605157230102e-08,3.5110461725141e-08,3.48716954263144e-08,3.49526640359525e-08,601.979973303597,GUAC / USDC
2023-11-12 23:00:00,3.49526640359525e-08,3.49516025936085e-08,3.42593797933805e-08,3.4492436445409e-08,1740.4324953997,GUAC / USDC
2023-11-13 00:00:00,3.4492436445409e-08,3.58272254313869e-08,3.44043189579771e-08,3.53274541831016e-08,4422.82369909677,GUAC / USDC
2023-11-13 01:00:00,3.53274541831016e-08,3.60705602166681e-08,3.50808118126657e-08,3.58401092990284e-08,4228.34131005109,GUAC / USDC
2023-11-13 02:00:00,3.58401092990284e-08,3.610948872736e-08,3.5803390616916e-08,3.610948872736e-08,339.979140348094,GUAC / USDC
2023-11-13 03:00:00,3.610948872736e-08,3.5938255923902e-08,3.50157188534219e-08,3.53979830018356e-08,3176.469653498,GUAC / USDC
2023-11-13 04:00:00,3.53979830018356e-08,3.60952416990878e-08,3.53946366015302e-08,3.58417221767483e-08,1574.43584532088,GUAC / USDC
2023-11-13 05:00:00,3.58417221767483e-08,3.59377284043773e-08,3.56440986143483e-08,3.57408169313301e-08,1108.08053886745,GUAC / USDC
2023-11-13 06:00:00,3.57408169313301e-08,3.59403861739861e-08,3.57261698073037e-08,3.59403861739861e-08,200.054214285445,GUAC / USDC
2023-11-13 07:00:00,3.59403861739861e-08,3.61300511196409e-08,3.57652945870655e-08,3.60196039944545e-08,685.648254632155,GUAC / USDC
2023-11-13 08:00:00,3.60196039944545e-08,3.59757313489095e-08,3.56351001312343e-08,3.57877762569622e-08,948.461294993866,GUAC / USDC
2023-11-13 09:00:00,3.57877762569622e-08,3.62404223070004e-08,3.57699094394258e-08,3.62404223070004e-08,1104.66877083722,GUAC / USDC
2023-11-13 10:00:00,3.62404223070004e-08,3.9235895667978e-08,3.60898000167051e-08,3.86942162894569e-08,7284.6407429221,GUAC / USDC
2023-11-13 11:00:00,3.86942162894569e-08,3.86365984501327e-08,3.80649198994417e-08,3.81036084959129e-08,1540.07281502277,GUAC / USDC
2023-11-13 12:00:00,3.81036084959129e-08,3.81228856699162e-08,3.78070046353124e-08,3.80881468565813e-08,558.102709696749,GUAC / USDC
2023-11-13 13:00:00,3.80881468565813e-08,3.83147961211477e-08,3.78831546895828e-08,3.80825048006016e-08,1010.86583732364,GUAC / USDC
2023-11-13 14:00:00,3.80825048006016e-08,3.87045745017446e-08,3.73499938675096e-08,3.74553896644938e-08,4643.84293542803,GUAC / USDC
2023-11-13 15:00:00,3.74553896644938e-08,3.76634404717735e-08,3.6928062570053e-08,3.69939673970252e-08,3358.26011320415,GUAC / USDC
2023-11-13 16:00:00,3.69939673970252e-08,3.74933522952579e-08,3.69174430929971e-08,3.72752138829447e-08,2175.68875134399,GUAC / USDC
2023-11-13 17:00:00,3.72752138829447e-08,3.7518950278402e-08,3.69063689211938e-08,3.71031675210583e-08,2364.90396419563,GUAC / USDC
2023-11-13 18:00:00,3.71031675210583e-08,3.6814871401113e-08,3.42547245968216e-08,3.43549537237375e-08,8238.85501492678,GUAC / USDC
2023-11-13 19:00:00,3.43549537237375e-08,3.46009372381144e-08,3.38509091997107e-08,3.4513499428333e-08,2839.85964312748,GUAC / USDC
2023-11-13 20:00:00,3.4513499428333e-08,3.45160738537325e-08,3.40116829781955e-08,3.42756785628046e-08,2056.2698294732,GUAC / USDC
2023-11-13 21:00:00,3.42756785628046e-08,3.44895830489493e-08,3.39385339372276e-08,3.44794872159233e-08,2329.49070289605,GUAC / USDC
2023-11-13 22:00:00,3.44794872159233e-08,3.45266032832174e-08,3.03731908115105e-08,3.17350701543817e-08,16591.6674573624,GUAC / USDC
2023-11-13 23:00:00,3.17350701543817e-08,3.21649094313501e-08,3.17541617697913e-08,3.18726067772687e-08,1387.94989664255,GUAC / USDC
2023-11-14 00:00:00,3.18726067772687e-08,3.22436379828251e-08,3.1777423600416e-08,3.220509710536e-08,1070.41396489294,GUAC / USDC
2023-11-14 01:00:00,3.220509710536e-08,3.23948932191628e-08,3.04638503985184e-08,3.04638503985184e-08,5832.17730315354,GUAC / USDC
2023-11-14 02:00:00,3.04638503985184e-08,3.10095843974021e-08,3.03871353318408e-08,3.10095843974021e-08,1453.81355210236,GUAC / USDC
2023-11-14 03:00:00,3.10095843974021e-08,3.14124404143269e-08,3.08821724002656e-08,3.12315649289263e-08,1681.82202651336,GUAC / USDC
