timestamp,open,high,low,close,volume,pair
2023-11-11 17:00:00,0.294092411138247,0.325019916318453,0.290756929866183,0.315808010071873,72433.3360533845,NOS / USDC
2023-11-11 18:00:00,0.315808010071873,0.320666041935956,0.242533541479854,0.257657054077168,80174.5658066268,NOS / USDC
2023-11-11 19:00:00,0.257657054077168,0.263876231171283,0.235623429959596,0.238792328061582,34254.2500698752,NOS / USDC
2023-11-11 20:00:00,0.238792328061582,0.247686945077161,0.227533763006004,0.239838067810663,28906.4227147684,NOS / USDC
2023-11-11 21:00:00,0.239838067810663,0.289864667352584,0.23659539390154,0.249436558952972,108440.799650273,NOS / USDC
2023-11-11 22:00:00,0.249436558952972,0.26113531067537,0.237144247812977,0.257659154211086,49282.9780050054,NOS / USDC
2023-11-11 23:00:00,0.257659154211086,0.25658444539672,0.204790162005222,0.210150024738522,72491.0847481151,NOS / USDC
2023-11-12 00:00:00,0.210150024738522,0.227526070954371,0.191983022895068,0.198440032175073,54632.4068574324,NOS / USDC
2023-11-12 01:00:00,0.198440032175073,0.203692066791103,0.198281746198257,0.198281746198257,6528.64655035605,NOS / USDC
2023-11-12 02:00:00,0.198281746198257,0.199998185732877,0.183690429743733,0.19563392271545,18625.9769545537,NOS / USDC
2023-11-12 03:00:00,0.19563392271545,0.198808424982578,0.193886185892414,0.196235085878913,6880.27264204332,NOS / USDC
2023-11-12 04:00:00,0.196235085878913,0.214964793121378,0.196839686005889,0.210271955192467,38084.9925208094,NOS / USDC
2023-11-12 05:00:00,0.210271955192467,0.233422792575962,0.209794282440408,0.219582666352997,31074.7314377068,NOS / USDC
2023-11-12 06:00:00,0.219582666352997,0.227490485556801,0.201166935617546,0.214549584530162,30178.1411688701,NOS / USDC
2023-11-12 07:00:00,0.214549584530162,0.224316977194049,0.214553664120382,0.218889285126571,16116.6753838804,NOS / USDC
2023-11-12 08:00:00,0.218889285126571,0.233792126375624,0.218919901802544,0.231032376268755,16499.7295681676,NOS / USDC
2023-11-12 09:00:00,0.231032376268755,0.235757124479196,0.21964256491616,0.220134606091893,15457.0725156184,NOS / USDC
2023-11-12 10:00:00,0.220134606091893,0.228443536019101,0.217893527066785,0.22056992889507,10709.3914092584,NOS / USDC
2023-11-12 11:00:00,0.22056992889507,0.220675174878586,0.200720800886649,0.206767270853319,28712.5197009974,NOS / USDC
2023-11-12 12:00:00,0.206767270853319,0.215586866434529,0.201175570896967,0.208664151741435,20608.8947954436,NOS / USDC
2023-11-12 13:00:00,0.208664151741435,0.212978352364258,0.206434806667156,0.209886743032814,8448.98843914727,NOS / USDC
2023-11-12 14:00:00,0.209886743032814,0.212890212605639,0.200807348859971,0.203956036485085,19096.9843656829,NOS / USDC
2023-11-12 15:00:00,0.203956036485085,0.205622404012796,0.186620152118333,0.188407513793347,19097.1077945358,NOS / USDC
2023-11-12 16:00:00,0.188407513793347,0.189986564345905,0.175488984962121,0.178071828786314,28685.0809806493,NOS / USDC
2023-11-12 17:00:00,0.178071828786314,0.178784230452341,0.146453027480381,0.14729164662843,77960.0699193658,NOS / USDC
2023-11-12 18:00:00,0.14729164662843,0.16975787523692,0.140447646085778,0.16168461289602,75935.8369042571,NOS / USDC
2023-11-12 19:00:00,0.16168461289602,0.159595382085036,0.139012306579306,0.14313326264733,37727.9996304685,NOS / USDC
2023-11-12 20:00:00,0.14313326264733,0.166286778250854,0.143113218263852,0.162518316170587,34078.9087253974,NOS / USDC
2023-11-12 21:00:00,0.162518316170587,0.18420758340243,0.164596652357621,0.173222980093471,46890.4750447055,NOS / USDC
2023-11-12 22:00:00,0.173222980093471,0.177308161452894,0.172135519610455,0.173389062185634,12110.6175607585,NOS / USDC
2023-11-12 23:00:00,0.173389062185634,0.185652853788534,0.17249445791866,0.180722207273265,19797.7133427492,NOS / USDC
2023-11-13 00:00:00,0.180722207273265,0.181994907310644,0.161098643366822,0.162092103118251,21614.2464322302,NOS / USDC
2023-11-13 01:00:00,0.162092103118251,0.173608283656223,0.160717500276509,0.162727827410594,22130.7492385949,NOS / USDC
2023-11-13 02:00:00,0.162727827410594,0.163354745049245,0.153116725568844,0.157436702626619,16300.4360577213,NOS / USDC
2023-11-13 03:00:00,0.157436702626619,0.162817256939074,0.152289005131538,0.157673389395898,13537.198286539,NOS / USDC
2023-11-13 04:00:00,0.157673389395898,0.157652086871525,0.155518443340911,0.155681715267452,2045.00170471289,NOS / USDC
